Review,Positive,Negative,Neutral,Compound,Sentiment
I purchased a Lenovo X1 Carbon i7 16GB RAM 1TB SSD HD after having some hardware issues with other work laptops I needed a high end limited frills portable laptop to do heavy duty business work on And not much else I dont play games or watch movies on this I dont do graphics or rendering work I dont code Other than work heavy duty officesuite use software used through browsers etc all I need this computer for is an occasional youtube videoWhat Ive dealt with since receiving this machine has turned me off from Lenovo forever The computer itself is as advertisedlight powerful simple No touch screen the keyboard is decent everything else is great So far Id give it a BEXCEPT yesterday it started having charging issues after 15 days of use The computer isnt charging correctly its indicating its connected when its not and its telling me that the power cord I have is the wrong wattage for this computer Even though its a not and b been working fine since I got it And my external monitor flashes on and off According to the Lenovo client all of my stuff is uptodate and working correctlyEnter Lenovos superior customer support team to fix my issues right awayJUST KIDDINGEnter Lenovos frustrating but navigateable menu and wait for itA SALES AND SUPPORT TEAM THAT IS NOT AVAILABLE FROM 9PM EST ON FRIDAY UNTIL 9AM EST ON MONDAYCan you imagine A company with an enterprise value north of 13BN and they wont pay for support on the weekends UnfreakingbelievableFurthermore the support staff I talked to before they locked up the office for the weekend said that the turnaround time to repair my computer would be 7 business days Like no big deal right Ill just use pen and paper for a week and a half while my twoweekold computer maybe gets fixedOr I could talk to sales about getting a new one sent to me so I can spend a few hours getting my new computer set up and the old one wiped then sent back to you Oh but they dont work on the weekends either You CAN however order a new product by talking to someone through chat on the weekends but no sales support or technical supportOR I could take my computer to a certified Lenovo repair site I live in the SF Bay Areahardly the middle of nowhereThere is one location within an hour of meAnd its closed on the weekendsTheres one more right at an hour from me Im not sure if its open on the weekends They didnt answer their phone and their website hasnt been updated since 2009So here I am wasting my Saturday and NOT spending time with my family because Im trying to resolve computer issues on a brand new computer with a giant corporation that has 0 resources available to support me on the weekends as I prepare to get on the road for work tomorrow for a week Fortunately Ill be backlate FridayJUST IN TIME FOR THEM TO CLOSE UP SHOP FOR THE WEEKEND AGAINThinkPad products might be great Im not sure Ive heard decent things But if you end up with a lemon better start blocking off big chunks of time on your calendar to fix it yourself because youre going to be left high and dry by Lenovo Because who really cares about the little guy right Its just some shmuck who bought a 2500 laptop computer from an IBM owned company,0.089,0.055,0.856,0.9736,Positive
After going through several xps 13 and x1 carbons I sell electronics I replaced my XPS13 9370 8250u laptop with this X1 carbon ultrabook and overall i like this one better  The xps had brighter screen and better color reproduction much nicer design better batteryThe x1 carbon has the same weight as xps 13 which was a decisive point for me  and as a bonus a bigger and more usable 14 screen While the trackpad on xps 13 is slightly better both are great the keyboard on the x1 is absolutely amazing in comparison to xps 13 which is also good but nowhere near as greatThe X1 carbon has a worse thermal solution than the xps 13 and as a result is obnoxiously louder and runs hotter I solved this issue by repasting the heatsink with noctua nth1 paste i recommend this one its easy to spread compared to other paste After repasting the XPS13 i couldnt hear the fans anymore but on the X1 carbon they where still on more often than i likeThere is a software called ThrottleStop that helped me lower the temperatures down  improve the battery life and make fans silent  It can be configured to run minimized automatically on windows startup task schedulerBefore temps where at 38c Min  65C maximum Now they are at 27c Min 44C maxFor reading PDFs and using Office Word on this laptop i turned off turbo boost and undervolted a few option settings The cpu now consumes as low as 01w power and 375w maxI wouldnt recommend any ultrabook that has a 4k display or i7 CPU i previously had both on xps 13 and carbon x1While the 4k is very nice to look at it makes the ultrabook run a lot hotter  The same goes for the CPU which is also a waste of money in comparison to an i5 If performance is important you shouldnt buy an ultrabook at all,0.154,0.051,0.795,0.9817,Positive
Bought recently at one of the large wholesale stores with 16GB RAM Intel i7 and 500 GB SSD Comes with 2 USBC  Thunderbolt ports 2 USBA ports and an HDMI port Typically use wifi at home but bought a Lenovo ethernet adapter in case I need it for work and it works great Setup was very easy even though this was my first experience with Windows 10 use Windows 7 at my office This with 14 screen replaced my 9 yr old HP EliteBook 8540 with 156 screen and I really dont notice the screen being a little smaller Keyboard is awesome This model and its charger are compact light and easy to carry Recommend highlyFYI Id probably have gone with the i5 chip and 1 TB SSD but I got a good deal on this preconfigured model at the large wholesaler,0.178,0.0,0.822,0.9834,Positive
This seems to be one of the best laptops ever made I bought two of them,0.231,0.0,0.769,0.6369,Positive
bodytext,0.0,0.0,1.0,0.0,Neutral
A decade of laptop design culminates in todays review unit the Lenovo ThinkPad X1 Carbon Gen 10 As the name implies it is the tenth generation of the X1 Carbon series  Compared to that first model a lot of things have changed but in comparison to the ThinkPad X1 Carbon G9 the ThinkPad X1 Carbon G10 is not a huge update,0.0,0.041,0.959,-0.3491,Negative
Lenovo uses the same chassis design for at least two generations As the ThinkPad X1 Carbon G9 was a huge redesign the X1 Carbon G10 is a refresh which keeps the old design intact It is a chassis that is mature enough for everyday use A more detailed description of the chassis and its quality can be found in our comprehensive review of the ,0.137,0.0,0.863,0.7845,Positive
There is one relevant design change Lenovo had to implement a little reverse notch to implement the new webcams The small protrusion at the center of the screen makes it easier to open the screen Models with the new webcams like the reviewed variant are 05 mm thicker than the preceding model,0.098,0.0,0.902,0.6486,Positive
There are no changes to the ports the ThinkPad X1 Carbon 2022 offers Thunderbolt 4 as well as legacy ports like USB A and HDMI despite the compact chassis We do miss an SD card reader with this model,0.111,0.092,0.797,0.2023,Positive
Compared with the predecessor the Intel Wireless AX211 2x2 has been added as a new option which is also present in our review sample Different from the AX201 the AX211 supports the new standard WiFi 6E We did not use it in our test but the WiFi module is still faster than the AX201 of the X1 Carbon G9,0.03,0.0,0.97,0.1901,Positive
Normally there is little to write about when it comes to laptop cameras but with the Lenovo ThinkPad X1 Carbon G10 the webcam is an important part of the conversation Lenovo has upped the resolution from 720p to 1080p and the X1 Carbon G10 also uses an f20 aperture which should improve low light performance,0.1,0.044,0.857,0.5267,Positive
The X1 Carbon 2022 offers most of the typical business features like dTPM 20 a Kensington lock slot or a fingerprint reader At the same time smartcard reader is not on board although you will find on regular TX ThinkPads New is the Computervision feature for the webcam with Human Presence Detection The system recognizes if the user is stepping away from the device and automatically locks it This function is optional and can be disabled in the Lenovo Commercial Vantage app,0.068,0.0,0.932,0.694,Positive
In the box there is the 65 W charger with a USBC plug and no other accessories Praiseworthy the box and the outer packaging are completely made out of paper for the first time Lenovo dispensed the plastics used here before,0.084,0.051,0.864,0.34,Positive
There are no changes to the maintenance design of the predecessor The Carbon fiber bottom cover can be easily removed only five screws and a few clips at the back of the system have to be loosened The M2 2280 SSD is upgradeable the RAM is soldered The same is true for the WiFi module On the other hand a WWAN card can be slotted in since our model has the antennas and the SIM slot But only 4G is possible as 5G requires additional antennas,0.065,0.035,0.9,0.3818,Positive
In the tested configuration the Lenovo ThinkPad X1 Carbon Gen 10 has three years of warranty which includes onsite service In case of a defect the Lenovo laptop will be repaired at the home or workplace of the customers This is only true for the country the device was bought in Internationally it is a standard depot warranty,0.047,0.041,0.912,0.1027,Positive
Lenovo uses almost the same keyboard as with the predecessor X1 Carbon G9 but the chiclet keyboard with the backlight and six rows of keys is changed in one aspect the keys of the first row and the keys on the left and right edge of the keyboard like Enter Ctrl or Shift are now square instead of rounded The typing feel is not affected it is purely a visual change The keyboard is still very comfortable with 15 mm travel a good layout and a very satisfying typing experience That being said older ThinkPads with more travel are better,0.197,0.0,0.803,0.973,Positive
Among the ThinkPads the X1 models have a special position as they are the only devices with a glass touchpad  though this really is not true anymore as the ThinkPad Z series is being released at the moment and it also has a glass touchpad The comparison with the Z series is interesting as the ThinkPad Z13 has a new touchpad design without dedicated TrackPoint buttons This function is fulfilled by the haptic feedback,0.108,0.067,0.826,0.4809,Positive
For a refresh like the Lenovo ThinkPad X1 Carbon G10 a possible venue for changes is the screen This is true here as well as Lenovo uses the opportunity to introduce new screen options But in the case of our review device the 14inch 1610 screen we are reviewing was available in the predecessor already,0.127,0.0,0.873,0.6249,Positive
Ex factory the colors are slightly too warm which we measured with CalMan and the XRite i1 Pro 2 color spectrophotometer Calibrated with the XRite i1 Profiler the colors are pretty neutral with the biggest remaining inaccuracy in the red color space The ICC profile we created is available for free download,0.177,0.0,0.823,0.8451,Positive
Due to the matte screen surface the display is usable outdoors though the missing nits of the panel used here are noticeable,0.0,0.095,0.905,-0.296,Negative
ThinkPads are known for having many configurations available With the ThinkPad X1 Carbon G10 Lenovo makes choosing the right model even more complicated as there are now two different classes of CPUs available Intel Alder Lake in its U15 and P28 variants with vPro Enterprise and vPro Essential versions AMD CPUs are not on the table and neither are dedicated GPUs,0.0,0.04,0.96,-0.357,Negative
Lenovo uses the Windows energy settings for power management For our tests we are using the mode best performance and disabled the Lenovo Intelligent Cooling mode Auto FN  T This results in a shortterm Powerlimit 1 of 55 W and a longterm Powerlimit 2 of 15 W Our WiFi battery test was performed with the mode Balanced PL1 20 W  PL2 11 W,0.154,0.0,0.846,0.8519,Positive
The  is a processor with fourplus eight asymmetrical cores 4 P  8 E cores of the newest generation Intel Alder Lake As a CPU of the P class it has a typical TDP of 28 W though this is just a rough orientation It is a vPro Enterprise variant of the  which is almost identical to the i51250P clock rates P cores 17 up to 44 GHz E cores 12 up to 33 GHz Comparisons with other processors are possible with the ,0.0,0.0,1.0,0.0,Neutral
The system performance is good there are no hiccups in everyday browser usage Once again though the benchmarks show that the performance has not substantially improved compared to the predecessor ,0.083,0.143,0.774,-0.2665,Negative
For working with audio the Lenovo ThinkPad X1 Carbon 2022 is not suitable at least not in the reviewed configuration since it has DPC latency problems This holds true in the Youtube test as well as there are dropped frames Lenovo would have to release a driver update,0.095,0.052,0.853,0.296,Positive
The  is the iGPU of all i5 CPUs from the UPseries for the years 2021 and 2022 Its performance is dependent on the system memory as the iGPU does not have dedicated memory In the case of the X1 Carbon G10 it is fast LPDDR5 memory in a quadchannel configuration which is ideal for the Intel Xe Despite this the iGPU does not perform as well as it could which is probably due to the thermal constraints of the ThinkPad laptop The Dell Latitude 7420 with the same iGPU performs better in the 3DMark tests,0.063,0.043,0.895,0.4599,Positive
Gaming after the work is not possible with the ThinkPad X1 Carbon G10 apart from older titles In any case the quality and resolution have to be lowered,0.0,0.053,0.947,-0.128,Negative
The Witcher 3 test shows once again that the X1 Carbon 2022 has problems with the cooling The performance of the iGPU is not stable,0.0,0.173,0.827,-0.5556,Negative
Surprisingly the Lenovo ThinkPad X1 Carbon G10 is a rather quiet system When idling the two small fans stay completely quiet Under load they reach 3547 dBa  a moderate level for the maximum fan speed We think Lenovo could have the fans run a little louder to squeeze some more performance out of the CPU,0.103,0.0,0.897,0.5574,Positive
Despite the quiet fans the Lenovo laptop X1 Carbon 2022 does not get overly hot In the stress test and Witcher 3 test the highest temperatures were measured at the top 45 degrees Celsius or 113 F above the keyboard The palmrest stays cool in every case A bit annoying is the hot keyboard during the Witcher 3 test but since the ThinkPad is not a gaming laptop this should not be an issue in everyday use,0.041,0.05,0.909,-0.1779,Negative
The Lenovo ThinkPad X1 Carbon G10 has four speakers two on the bottom and two on top next to the keyboard They are sufficiently loud and they do have some bass but there is still a lot of room for improvement,0.124,0.0,0.876,0.6597,Positive
The power consumption of the Lenovo ThinkPad X1 Carbon G10 is good the competitors from last year consume more energy The X1 Carbon G9 consumes less only for the maximum idle consumption,0.15,0.0,0.85,0.6478,Positive
For the Lenovo ThinkPad X1 Carbon G10 the platform upgrade to Intel Alder Lake is the main focus In the case of the reviewed unit it is Alder Lake P28 All things considered we can say the new generation fails to meet our expectations,0.0,0.061,0.939,-0.4215,Negative
The tested model costs roughly 2030 when configured in the Lenovo online store The base price for the ThinkPad X1 Carbon Gen 10 in the USA sits at 1560 as of writing this review,0.0,0.0,1.0,0.0,Neutral
all right so i think its time to take a,0.0,0.0,1.0,0.0,Neutral
break from gaming laptops and focus on,0.0,0.0,1.0,0.0,Neutral
something that appeals to the masses,0.0,0.0,1.0,0.0,Neutral
which is been on light laptops now weve,0.0,0.0,1.0,0.0,Neutral
covered some amazing laptops in the,0.432,0.0,0.568,0.5859,Positive
category both from amd and intel,0.0,0.0,1.0,0.0,Neutral
speaking of amd finding a zen3u series,0.0,0.0,1.0,0.0,Neutral
chip is still like a treasure hunt from,0.485,0.0,0.515,0.5719,Positive
region to region even though they offer,0.0,0.0,1.0,0.0,Neutral
incredible performance and amazing power,0.487,0.0,0.513,0.5859,Positive
efficiency intel on the other hand well,0.661,0.0,0.339,0.7783,Positive
you can literally just walk into any,0.0,0.0,1.0,0.0,Neutral
retail store and pick up a tiger lake,0.0,0.0,1.0,0.0,Neutral
laptop right away its,0.0,0.0,1.0,0.0,Neutral
just an unfortunate situation at the,0.0,0.375,0.625,-0.4588,Negative
moment and clearly intel is at an,0.31,0.0,0.69,0.4019,Positive
advantage but anyways,0.429,0.0,0.571,0.128,Positive
today were taking a look at this this,0.0,0.0,1.0,0.0,Neutral
is the thinkpad x1 carbon from lenovo,0.0,0.0,1.0,0.0,Neutral
now the thinkbad series has a special,0.351,0.0,0.649,0.4019,Positive
place in my heart because i remember the,0.0,0.0,1.0,0.0,Neutral
first laptop in the family being a,0.0,0.0,1.0,0.0,Neutral
thinkpad uh you know those really chunky,0.0,0.0,1.0,0.0,Neutral
ones i cant really remember the exact,0.0,0.0,1.0,0.0,Neutral
model name of it but what i do remember,0.0,0.0,1.0,0.0,Neutral
is using dialup internet to access the,0.0,0.0,1.0,0.0,Neutral
web and sometimes when the trackpad,0.0,0.0,1.0,0.0,Neutral
doesnt work i would use the track point,0.0,0.0,1.0,0.0,Neutral
and the,0.0,0.0,1.0,0.0,Neutral
dedicated left and right buttons to,0.375,0.0,0.625,0.4588,Positive
navigate through the ui which i believe,0.0,0.0,1.0,0.0,Neutral
was windows 95,0.0,0.0,1.0,0.0,Neutral
man those days so the evolution of the,0.0,0.0,1.0,0.0,Neutral
thinkpad series is quite remarkable they,0.438,0.0,0.562,0.5984,Positive
keep getting thinner and lighter while,0.0,0.0,1.0,0.0,Neutral
offering better performance and,0.492,0.0,0.508,0.4404,Positive
durability the x1 carbon has been,0.0,0.0,1.0,0.0,Neutral
available for years and were taking a,0.0,0.0,1.0,0.0,Neutral
look at their ninth generation offering,0.0,0.0,1.0,0.0,Neutral
what theyve done here is they brought a,0.0,0.0,1.0,0.0,Neutral
few improvements to the table compared,0.315,0.0,0.685,0.3182,Positive
to the aegen x1 carbon a lot of which,0.0,0.0,1.0,0.0,Neutral
that i love personally,0.677,0.0,0.323,0.6369,Positive
so having used the xps 13 the razer book,0.0,0.0,1.0,0.0,Neutral
13 the zen book 13 oled and a few other,0.0,0.0,1.0,0.0,Neutral
thin light laptops,0.0,0.0,1.0,0.0,Neutral
does the x1 carbon give those options a,0.0,0.0,1.0,0.0,Neutral
run for its money,0.0,0.0,1.0,0.0,Neutral
well lets find out after we take it,0.231,0.0,0.769,0.2732,Positive
todays video sponsor come on its easy,0.326,0.0,0.674,0.4404,Positive
you just have to catch them man my,0.0,0.0,1.0,0.0,Neutral
reflexes suck today,0.0,0.592,0.408,-0.4404,Negative
i need more speed have no fear 360 hertz,0.0,0.486,0.514,-0.6872,Negative
is here with the awesome fast ips panel,0.369,0.0,0.631,0.6249,Positive
that will make you get good,0.367,0.0,0.633,0.4404,Positive
the pg 259 qnr monitor comes with a,0.0,0.0,1.0,0.0,Neutral
regular stand and this awesome rog desk,0.448,0.0,0.552,0.7073,Positive
mounting kit to free up some real estate,0.32,0.0,0.68,0.5106,Positive
has builtin nvidia reflex latency,0.0,0.0,1.0,0.0,Neutral
analyzer to give competitor gamers an,0.0,0.0,1.0,0.0,Neutral
accurate measurement of system latency,0.0,0.0,1.0,0.0,Neutral
wow and of course its gsync equipped,0.388,0.0,0.612,0.5859,Positive
to minimize display stutter and input,0.0,0.286,0.714,-0.25,Negative
lag get the proper speed to catch all,0.0,0.255,0.745,-0.34,Negative
the frames check it out below alright so,0.222,0.0,0.778,0.25,Positive
lets kick things off with pricing and,0.0,0.0,1.0,0.0,Neutral
the different spec configurations that,0.0,0.0,1.0,0.0,Neutral
you can opt for so the base model starts,0.0,0.0,1.0,0.0,Neutral
at a little over 1400 and for that you,0.0,0.0,1.0,0.0,Neutral
get a core i5 1135 g7 with four cores,0.0,0.0,1.0,0.0,Neutral
and eight threads eight gigabytes of ram,0.0,0.0,1.0,0.0,Neutral
thats soldered uh 256 gigabytes of,0.0,0.0,1.0,0.0,Neutral
storage intel iris xz graphics and a,0.0,0.0,1.0,0.0,Neutral
1200 p ips display the next tier comes,0.0,0.0,1.0,0.0,Neutral
with an i7 1165 g7 twice the memory and,0.0,0.0,1.0,0.0,Neutral
storage for around 1865 the sample that,0.0,0.0,1.0,0.0,Neutral
i have over here comes with the upgraded,0.0,0.0,1.0,0.0,Neutral
display option,0.0,0.0,1.0,0.0,Neutral
thats 4k and brighter for 2 000,0.342,0.0,0.658,0.3818,Positive
and if you want obviously spec this,0.178,0.0,0.822,0.0772,Positive
thing out you can get the i7 1185 g7,0.0,0.0,1.0,0.0,Neutral
with 32 gigabytes of ram and a terabyte,0.0,0.0,1.0,0.0,Neutral
of storage for an extra 400,0.0,0.0,1.0,0.0,Neutral
now given that this is a lenovo laptop,0.0,0.0,1.0,0.0,Neutral
pricing is certainly not the most,0.324,0.0,0.676,0.34,Positive
consistent factor just because there are,0.0,0.0,1.0,0.0,Neutral
many sales going around from a,0.0,0.0,1.0,0.0,Neutral
monthtomonth basis with huge discounts,0.365,0.0,0.635,0.3182,Positive
so you could end up picking one up for a,0.0,0.0,1.0,0.0,Neutral
really good deal but then again,0.295,0.0,0.705,0.2724,Positive
examining their retail value ive come,0.324,0.0,0.676,0.34,Positive
to realize that its actually more,0.0,0.0,1.0,0.0,Neutral
expensive than the xps 13,0.0,0.0,1.0,0.0,Neutral
the razer book 13 and most definitely,0.333,0.0,0.667,0.4576,Positive
the zenbook 13 oled so what exactly are,0.0,0.0,1.0,0.0,Neutral
you getting for that price well i want,0.405,0.0,0.595,0.34,Positive
to start with the exterior design and,0.0,0.0,1.0,0.0,Neutral
the build quality improvements that you,0.315,0.0,0.685,0.3182,Positive
get compared to the competition first,0.0,0.0,1.0,0.0,Neutral
off this entire chassis is made out of a,0.0,0.0,1.0,0.0,Neutral
combination of carbon fiber and,0.0,0.0,1.0,0.0,Neutral
magnesium alloy to enhance durability,0.0,0.0,1.0,0.0,Neutral
and the thinkpad series goes through a,0.0,0.0,1.0,0.0,Neutral
bunch of tests and it results in being,0.0,0.0,1.0,0.0,Neutral
able to withstand extreme temperatures,0.0,0.0,1.0,0.0,Neutral
mechanical shocks vibrations and a whole,0.0,0.394,0.606,-0.3818,Negative
lot more in fact the limbo has a whole,0.0,0.0,1.0,0.0,Neutral
explainer series talking about their,0.0,0.0,1.0,0.0,Neutral
durability aspect of the thinkpad series,0.0,0.0,1.0,0.0,Neutral
which is certainly worth reading up its,0.462,0.0,0.538,0.5106,Positive
built really well and you can sort of,0.255,0.0,0.745,0.3384,Positive
feel that the moment you unbox this,0.0,0.0,1.0,0.0,Neutral
thing the only thing to watch out for is,0.0,0.0,1.0,0.0,Neutral
wear and tear over time because this,0.0,0.0,1.0,0.0,Neutral
material especially with the palm rest,0.0,0.0,1.0,0.0,Neutral
and obviously a carbon fiber finish is,0.0,0.0,1.0,0.0,Neutral
that it picks up finger oil easily so,0.255,0.0,0.745,0.34,Positive
youll have to make sure to clean this,0.455,0.0,0.545,0.6124,Positive
every now and then to maintain its,0.0,0.0,1.0,0.0,Neutral
aesthetics speaking of which i really,0.0,0.0,1.0,0.0,Neutral
like it its an allblack chassis with,0.294,0.0,0.706,0.3612,Positive
the thinkpad logo tucked away in the,0.0,0.0,1.0,0.0,Neutral
corner with the red led that indicates,0.0,0.0,1.0,0.0,Neutral
the power state the hinge is really,0.0,0.0,1.0,0.0,Neutral
smooth and you can open it with one hand,0.286,0.0,0.714,0.4939,Positive
its a new single hinge design which is,0.0,0.0,1.0,0.0,Neutral
an upgrade from previous years and it,0.0,0.0,1.0,0.0,Neutral
barely exhibits any wobbles so thats,0.0,0.0,1.0,0.0,Neutral
great news for anyone who loves to type,0.565,0.0,0.435,0.8316,Positive
with the laptops on their laps as for,0.0,0.0,1.0,0.0,Neutral
size keep in mind that this has a 14,0.0,0.0,1.0,0.0,Neutral
inch display so its a little bit bigger,0.0,0.0,1.0,0.0,Neutral
than my xps 13 and even the razer book,0.0,0.0,1.0,0.0,Neutral
13 its still very thin coming in at,0.0,0.0,1.0,0.0,Neutral
059 inches or 149 millimeters and,0.0,0.0,1.0,0.0,Neutral
given the carbon fiber and magnesium,0.0,0.0,1.0,0.0,Neutral
alloy construction it only weighs around,0.0,0.0,1.0,0.0,Neutral
25 pounds which is the lightest thinner,0.0,0.0,1.0,0.0,Neutral
light laptop that ive ever come across,0.0,0.0,1.0,0.0,Neutral
at least here in the studio so great,0.428,0.0,0.572,0.7384,Positive
stuff lenovo the power adapter is also,0.0,0.0,1.0,0.0,Neutral
extremely compact its a watt charger,0.0,0.0,1.0,0.0,Neutral
and it charges a laptop via usb typec,0.0,0.259,0.741,-0.2732,Negative
and interestingly this thing has rapid,0.351,0.0,0.649,0.4019,Positive
charge which juices up the laptop from,0.0,0.0,1.0,0.0,Neutral
zero to 80,0.0,0.0,1.0,0.0,Neutral
in just about an hour,0.0,0.0,1.0,0.0,Neutral
thats actually amazing for people who,0.432,0.0,0.568,0.5859,Positive
travel a lot let alone professionals who,0.0,0.286,0.714,-0.25,Negative
work most their time away from their,0.0,0.0,1.0,0.0,Neutral
workstations,0.0,0.0,1.0,0.0,Neutral
i just really hope other laptop,0.444,0.0,0.556,0.4927,Positive
